Unnamed: 0,idx,Filing_Date,Trade_Date,Ticker,Company_Name,Industry,Insider_Amount,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip,source,exchange
28,29,2016-11-14,2016-11-11,LDOS,"Leidos Holdings, Inc.",Computer Integrated Systems Design,5.0,P - Purchase,0.0,30951.0,137551.0,29.0,1251075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
29,30,2016-11-14,2016-11-14,MNDL,"Mandalay Digital Group, Inc.",Patent Owners & Lessors,5.0,P - Purchase,0.0,3634533.0,4033492.0,911.0,3109921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
30,31,2016-11-14,2016-04-28,PRGX,"Prgx Global, Inc.","Engineering, Accounting, Research, Management",5.0,P - Purchase,0.0,813600.0,4549893.0,22.0,3903597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
31,32,2016-11-14,2012-06-14,ESNC,"Ensync, Inc.",Electric Services,4.0,P - Purchase,0.0,27701696.0,27465726.0,-11739.0,16946073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
32,33,2016-11-14,2016-11-09,TRNC,"Tronc, Inc.",Newspapers: Publishing or Publishing & Printing,5.0,P - Purchase,0.0,2066164.0,12513167.0,20.0,23272713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
39,40,2016-11-10,2016-11-10,RESI,Altisource Residential Corp,Real Estate,4.0,P - Purchase,0.0,222000.0,294261.0,307.0,3523536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,
37,38,2016-11-10,2016-11-08,NBLX,Noble Midstream Partners LP,Pipe Lines (No Natural Gas),5.0,P - Purchase,0.0,51500.0,55434.0,999.0,1211320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
40,41,2016-11-10,2016-11-08,OLN,Olin Corp,Chemicals & Allied Products,11.0,P - Purchase,0.0,386600.0,1116542.0,53.0,7129162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
38,39,2016-11-10,2016-11-09,RYN,Rayonier Inc,Real Estate Investment Trusts,4.0,P - Purchase,0.0,93382.0,211544.0,79.0,2723784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
34,35,2016-11-10,2015-08-31,GTE,Gran Tierra Energy Inc.,Crude Petroleum & Natural Gas,6.0,P - Purchase,0.0,351561.0,921996.0,62.0,1033704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,AMEX
36,37,2016-11-10,2016-11-09,AMH,American Homes 4 Rent,Real Estate Investment Trusts,7.0,P - Purchase,0.0,13896347.0,21538287.0,182.0,226279392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
33,34,2016-11-10,2016-11-09,NLY,Annaly Capital Management Inc,Real Estate Investment Trusts,10.0,P - Purchase,0.0,1632522.0,3428892.0,91.0,17495992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
35,36,2016-11-10,2016-11-10,LBTYA,Liberty Global Plc,Cable & Other Pay Television Services,4.0,P - Purchase,0.0,133297.0,329232.0,68.0,2698217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NASDAQ
41,42,2016-11-09,2016-11-09,APA,Apache Corp,Crude Petroleum & Natural Gas,7.0,P - Purchase,0.0,60882.0,114146.0,114.0,4078025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
42,43,2016-11-09,2016-11-07,TGI,Triumph Group Inc,Aircraft & Parts,5.0,P - Purchase,0.0,355000.0,458643.0,343.0,9682899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
43,44,2016-11-08,2016-11-04,NUVA,Nuvasive Inc,Surgical & Medical Instruments & Apparatus,5.0,P - Purchase,0.0,109166.0,188315.0,138.0,5448657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NASDAQ
44,45,2016-11-08,2015-08-06,NEWM,New Media Investment Group Inc.,Newspapers: Publishing or Publishing & Printing,4.0,P - Purchase,0.0,369038.0,400772.0,999.0,5809794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
45,46,2016-11-08,2016-11-04,CXW,Corrections Corp of America,Facilities Support Management Services,4.0,P - Purchase,0.0,99109.0,354113.0,39.0,2677921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
46,47,2016-11-08,2016-11-04,ESIO,Electro Scientific Industries Inc,"Miscellaneous Electrical Machinery, Equipment & Supplies",4.0,P - Purchase,0.0,144205.0,498686.0,41.0,814083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
47,48,2016-11-08,2016-11-07,COGT,"Cogint, Inc.",Advertising,5.0,P - Purchase,0.0,2824530.0,20705094.0,16.0,13664235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
48,49,2016-11-07,2016-09-14,PTI,"Proteostasis Therapeutics, Inc.",Pharmaceutical Preparations,7.0,P - Purchase,0.0,4270931.0,15934862.0,37.0,39277442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
49,50,2016-11-07,2016-11-04,BKD,Brookdale Senior Living Inc.,Nursing & Personal Care Facilities,5.0,P - Purchase,0.0,96000.0,419531.0,30.0,1379758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
50,51,2016-11-07,2016-11-03,GPP,Green Plains Partners LP,Industrial Organic Chemicals,4.0,P - Purchase,0.0,75996.0,110496.0,220.0,1162379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NASDAQ
51,52,2016-11-04,2014-09-12,CAS,Castle A M & Co,Metals Service Centers & Offices,5.0,P - Purchase,0.0,6643992.0,17570298.0,61.0,7878937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
53,54,2016-11-03,2016-11-02,CPN,Calpine Corp,Electric Services,4.0,P - Purchase,0.0,119000.0,224644.0,113.0,1664194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
52,53,2016-11-03,2016-11-02,GOLF,Acushnet Holdings Corp.,Sporting & Athletic Goods,4.0,P - Purchase,0.0,170000.0,943811.0,22.0,2890000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
54,55,2016-11-02,2016-10-31,DDR,Ddr Corp,Real Estate Investment Trusts,4.0,P - Purchase,0.0,46250.0,69473.0,199.0,785713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
55,56,2016-11-02,2016-10-31,RARX,"Ra Pharmaceuticals, Inc.",Pharmaceutical Preparations,13.0,P - Purchase,0.0,4288235.0,43744641.0,11.0,55747055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
56,57,2016-10-31,2012-10-23,BKT,Blackrock Inc.,"Security Brokers, Dealers & Flotation Companies",5.0,P - Purchase,0.0,481878.0,742116.0,185.0,90563921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
57,58,2016-10-28,2016-10-27,FCX,Freeport-McMoran Inc,Metal Mining,6.0,P - Purchase,0.0,8054900.0,18443306.0,78.0,184106326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
58,59,2016-10-27,2016-10-25,T,At&t Inc.,Telephone Communications (No Radiotelephone),6.0,P - Purchase,0.0,319079.0,332015.0,999.0,11327671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
59,60,2016-10-27,2016-10-25,ITW,Illinois Tool Works Inc,General Industrial Machinery & Equipment,5.0,P - Purchase,0.0,18247.0,36295.0,101.0,1530230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NYSE
60,61,2016-10-24,2016-10-24,PBCT,"People'S United Financial, Inc.","Savings Institution, Federally Chartered",4.0,P - Purchase,0.0,81325.0,412710.0,25.0,1681765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NASDAQ
61,62,2016-10-18,2016-10-14,FBMS,First Bancshares Inc ,National Commercial Banks,7.0,P - Purchase,0.0,210679.0,443710.0,90.0,2895654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NASDAQ
62,63,2016-10-17,2016-10-13,MRAM,Everspin Technologies Inc,Semiconductors & Related Devices,7.0,P - Purchase,0.0,998628.0,8206899.0,14.0,7989024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NASDAQ
63,64,2016-10-17,2016-10-13,ATU,Actuant Corp,Misc Industrial & Commercial Machinery & Equipment,8.0,P - Purchase,0.0,381671.0,1299946.0,42.0,9012443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,
64,65,2016-10-14,2016-10-13,ALNY,"Alnylam Pharmaceuticals, Inc.",Pharmaceutical Preparations,4.0,P - Purchase,0.0,134923.0,356396.0,61.0,2480865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,,NASDAQ
