Unnamed: 0,idx,Filing_Date,Trade_Date,Ticker,Company_Name,Industry,Insider_Amount,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip,source,exchange
13,14,2021-07-06,2014-11-12,BRFH,Barfresh Food Group Inc.,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",8.0,P - Purchase,0.0,5710116.0,67455286.0,9.0,2697548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
14,15,2021-06-25,2021-03-03,BWB,Bridgewater Bancshares Inc,State Commercial Banks,12.0,P - Purchase,16.61,235377.0,5886544.0,4.0,2446594.0,15.94,16.16,15.76,15.85,17.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.03,-2.71,-5.12,-4.58,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
15,16,2021-06-25,2021-03-25,COCMF,Corecomm Solutions Inc.,Metal Mining,4.0,P - Purchase,0.0,701100.0,24009236.0,3.0,87229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
16,17,2021-06-14,2020-03-13,BDL,Flanigans Enterprises Inc,Eating Places,4.0,P - Purchase,32.63,8600.0,381920.0,2.0,165632.0,40.5,30.03,24.6,24.72,26.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12,-7.97,-24.61,-24.24,-17.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,AMEX
17,18,2021-06-11,2020-03-13,MJNE,"Mj Holdings, Inc.",Business Services,3.0,P - Purchase,0.0,278908.0,22109220.0,1.0,52687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
18,19,2021-06-08,2015-03-26,OGS,"One Gas, Inc.",Natural Gas Distribution,6.0,P - Purchase,76.44,19010.0,571138.0,3.0,1103463.0,72.1,71.11,72.8,70.88,66.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.68,-6.97,-4.76,-7.27,-12.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
19,20,2021-06-04,2020-06-30,ACI,"Albertsons Companies, Inc.",Grocery Stores,9.0,P - Purchase,19.96,55100.0,3366655.0,2.0,839098.0,19.0,19.73,21.61,28.23,30.67,31.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.81,-1.15,8.27,41.43,53.66,59.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
20,21,2021-05-20,2019-08-22,TJX,Tjx Companies Inc /de/,Family Clothing Stores,3.0,P - Purchase,67.5,70908.0,2513127.0,3.0,4192018.0,65.67,63.62,65.66,70.04,69.09,64.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.71,-5.75,-2.73,3.76,2.36,-4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
21,22,2021-05-20,2021-03-15,CARE,"Carter Bankshares, Inc.",National Commercial Banks,8.0,P - Purchase,14.38,6045.0,513181.0,1.0,52211.0,15.0,13.35,10.91,12.09,13.8,14.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,-7.16,-24.13,-15.92,-4.03,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
22,23,2021-05-19,2019-01-10,SACC,Sachem Capital Corp.,Real Estate Investment Trusts,2.0,P - Purchase,24.51,14353.0,366943.0,4.0,61265.0,24.51,24.75,24.88,24.99,25.16,25.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.51,1.96,2.65,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,AMEX
23,24,2021-05-14,2021-04-15,BAMM,Body & Mind Inc.,Pharmaceutical Preparations,4.0,P - Purchase,0.0,1860545.0,22263580.0,9.0,859114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
24,25,2021-05-14,2020-05-12,HBCP,"Home Bancorp, Inc.","Savings Institutions, Not Federally Chartered",9.0,P - Purchase,37.7,40568.0,590556.0,7.0,1274610.0,38.6,37.62,36.62,37.21,36.51,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,-0.21,-2.86,-1.3,-3.16,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
25,26,2021-05-11,2021-04-19,TPL,Texas Pacific Land Corp,Oil Royalty Traders,3.0,P - Purchase,1676.07,2828.0,386449.0,1.0,3414214.0,1450.08,1506.59,1496.14,1467.69,1277.27,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.48,-10.11,-10.74,-12.43,-23.79,-28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
26,27,2021-05-04,2021-02-25,IPG,"Interpublic Group of Companies, Inc.",Advertising Agencies,5.0,P - Purchase,32.38,36648.0,436383.0,9.0,750719.0,32.22,33.65,33.11,35.29,36.61,37.96,36.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,3.92,2.25,8.99,13.06,17.23,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
27,28,2021-04-30,2020-10-13,CDAK,"Codiak Biosciences, Inc.","Biological Products, (No Diagnostic Substances)",6.0,P - Purchase,20.12,881361.0,11161188.0,9.0,13248981.0,18.49,24.13,18.19,17.21,17.25,15.5,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.1,19.93,-9.59,-14.46,-14.26,-22.96,-22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
28,29,2021-04-30,2021-04-16,UAMY,United States Antimony Corp,Primary Smelting & Refining of Nonferrous Metals,9.0,P - Purchase,0.83,767551.0,36969114.0,2.0,453917.0,0.79,0.92,0.98,0.98,0.93,0.87,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.82,10.84,18.07,18.07,12.05,4.82,8.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,AMEX
29,30,2021-04-26,2021-04-14,FMAO,"Farmers & Merchants Bancshares, Inc.","Savings Institutions, Not Federally Chartered",11.0,P - Purchase,22.99,12633.0,161765.0,8.0,299916.0,21.93,21.86,22.02,21.85,22.58,22.4,25.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.61,-4.92,-4.22,-4.96,-1.78,-2.57,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
30,31,2021-04-23,2019-05-10,PEI,Pennsylvania Real Estate Investment Trust,Real Estate Investment Trusts,15.0,P - Purchase,2.02,197083.0,2609880.0,8.0,1254160.0,1.7,1.98,2.64,2.06,1.94,1.98,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.84,-1.98,30.69,1.98,-3.96,-1.98,-12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
31,32,2021-04-21,2021-04-19,APP,Applovin Corp,"Computer Programming, Data Processing, Etc.",2.0,P - Purchase,61.99,3802.0,222752.0,2.0,304160.0,57.65,66.3,87.6,59.3,56.11,70.82,94.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,6.95,41.31,-4.34,-9.49,14.24,51.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
32,33,2021-04-20,2021-04-19,SNSE,"Sensei Biotherapeutics, Inc.",Pharmaceutical Preparations,2.0,P - Purchase,13.61,242712.0,9623018.0,3.0,3995628.0,12.05,9.81,12.48,6.96,7.9,10.4,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.46,-27.92,-8.3,-48.86,-41.95,-23.59,-47.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
33,34,2021-04-19,2021-04-15,LOV,Spark Networks Se,Personal Services,2.0,P - Purchase,7.19,164493.0,5037412.0,3.0,1184642.0,7.15,5.65,5.39,4.43,3.88,3.17,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56,-21.42,-25.03,-38.39,-46.04,-55.91,-61.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,AMEX
34,35,2021-04-19,2021-02-05,ONTF,On24 Inc.,"Security Brokers, Dealers & Flotation Companies",2.0,P - Purchase,43.4,103303.0,13034983.0,1.0,7555365.0,40.0,32.81,37.0,34.4,21.55,20.5,20.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.83,-24.4,-14.75,-20.74,-50.35,-52.76,-53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
35,36,2021-04-19,2021-04-19,VOLT,"Volt Information Sciences, Inc.",Help Supply Services,19.0,P - Purchase,3.87,772018.0,12467498.0,7.0,2569465.0,3.92,3.98,3.9,4.29,4.89,3.35,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2.84,0.78,10.85,26.36,-13.44,-14.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,AMEX
36,37,2021-04-19,2021-04-15,YORW,York Water Co,Water Supply,23.0,P - Purchase,51.27,65989.0,2538428.0,3.0,1730875.0,48.81,47.94,49.49,46.83,49.29,44.23,46.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8,-6.5,-3.47,-8.66,-3.86,-13.73,-8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
39,40,2021-04-15,2021-04-13,LQDA,Liquidia Corp,Pharmaceutical Preparations,2.0,P - Purchase,2.76,297619.0,6643255.0,5.0,750000.0,2.93,2.77,2.72,2.68,2.32,2.69,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,0.36,-1.45,-2.9,-15.94,-2.54,11.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
37,38,2021-04-15,2021-04-13,NH,"Nant Health, LLC",Computer Processing & Data Preparation,2.0,P - Purchase,2.64,2760618.0,85113411.0,3.0,20000005.0,2.7,2.38,2.67,2.15,2.14,1.9,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,-9.85,1.14,-18.56,-18.94,-28.03,-34.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
38,39,2021-04-15,2021-04-14,STON,Stonemor Inc.,Personal Services,3.0,P - Purchase,1.71,5593269.0,89623111.0,7.0,12231029.0,2.29,2.29,2.46,2.7,2.72,2.33,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.92,33.92,43.86,57.89,59.06,36.26,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
40,41,2021-04-14,2021-04-05,TYME,"Tyme Technologies, Inc.",Pharmaceutical Preparations,8.0,P - Purchase,1.47,216809.0,26744707.0,1.0,264320.0,1.56,1.23,1.4,1.12,1.09,1.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,-16.33,-4.76,-23.81,-25.85,-31.29,-32.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
41,42,2021-04-14,2021-04-13,GLSI,"Greenwich Lifesciences, Inc.",Pharmaceutical Preparations,5.0,P - Purchase,33.11,229676.0,9199799.0,3.0,1372954.0,38.14,32.89,40.5,43.65,41.72,42.8,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.19,-0.66,22.32,31.83,26.0,29.27,20.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
42,43,2021-04-13,2021-04-09,PANA,Panacea Acquisition Corp,Blank Checks,3.0,P - Purchase,10.01,859500.0,14106517.0,6.0,8544494.0,10.0,10.0,9.99,10.0,9.95,9.78,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.2,-0.1,-0.6,-2.3,-2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
43,44,2021-04-13,2020-03-18,ABG,Asbury Automotive Group Inc,Auto Dealers & Gasoline Stations,5.0,P - Purchase,206.53,127379.0,6154378.0,2.0,5513886.0,201.02,209.47,172.19,190.92,198.2,178.73,213.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67,1.42,-16.63,-7.56,-4.03,-13.46,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
44,45,2021-04-13,2021-04-12,MMLP,Martin Midstream Partners LP,Petroleum Bulk Stations & Terminals,12.0,P - Purchase,2.17,528609.0,7018840.0,8.0,6309422.0,2.19,2.84,3.11,3.08,3.1,3.42,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,30.88,43.32,41.94,42.86,57.6,58.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
45,46,2021-04-12,2021-03-03,DFCO,Dalrada Financial Corp,Help Supply Services,2.0,P - Purchase,0.0,173075.0,6319390.0,3.0,39865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
46,47,2021-04-12,2021-04-09,UTGN,Utg Inc,Life Insurance,6.0,P - Purchase,0.0,127191.0,3554844.0,4.0,3514199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
48,49,2021-04-09,2021-03-26,OSPN,Onespan Inc.,Computer Integrated Systems Design,5.0,P - Purchase,25.42,293790.0,4753684.0,7.0,7048271.0,28.01,25.28,26.27,25.32,25.5,18.47,19.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,-0.55,3.34,-0.39,0.31,-27.34,-23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
47,48,2021-04-09,2021-02-12,LGVN,Longeveron Inc.,Pharmaceutical Preparations,3.0,P - Purchase,6.56,215100.0,16005215.0,1.0,2149035.0,5.9,5.65,7.0,7.7,5.73,3.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.06,-13.87,6.71,17.38,-12.65,-42.07,-49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
49,50,2021-04-08,2021-04-06,ASTS,"Ast Spacemobile, Inc.",Communications Services,2.0,P - Purchase,8.8,2700000.0,41158296.0,7.0,27000000.0,9.2,7.6,10.58,12.55,11.0,11.67,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,-13.64,20.23,42.61,25.0,32.61,14.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
50,51,2021-04-08,2021-04-06,COMP,"Compass, Inc.",Computer Programming Services,2.0,P - Purchase,17.42,4411111.0,141388404.0,3.0,79399998.0,18.34,16.91,14.0,12.45,12.76,15.0,11.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,-2.93,-19.63,-28.53,-26.75,-13.89,-35.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
51,52,2021-04-08,2021-04-08,BKGM,Bankguam Holding Co,Commercial Banks,17.0,P - Purchase,0.0,391585.0,7387286.0,6.0,4379110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
52,53,2021-04-07,2021-04-05,GNPX,"Genprex, Inc.",Pharmaceutical Preparations,5.0,P - Purchase,4.56,117300.0,7591337.0,2.0,565545.0,3.9,3.46,3.94,3.24,2.95,2.91,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.47,-24.12,-13.6,-28.95,-35.31,-36.18,-42.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
53,54,2021-04-07,2021-04-05,SAIC,Science Applications International Corp,Computer Integrated Systems Design,7.0,P - Purchase,83.72,25600.0,342999.0,8.0,1698481.0,86.7,89.69,90.43,86.62,82.66,85.5,86.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,7.13,8.01,3.46,-1.27,2.13,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
54,55,2021-04-07,2021-04-06,VIRI,"Virios Therapeutics, Inc.",Pharmaceutical Preparations,3.0,P - Purchase,6.14,37732.0,752454.0,5.0,247358.0,5.7,4.91,5.57,6.33,5.4,5.68,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.17,-20.03,-9.28,3.09,-12.05,-7.49,-19.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
55,56,2021-04-07,2019-01-09,GEF,Greif Inc,"Metal Shipping Barrels, Drums, Kegs & Pails",16.0,P - Purchase,58.11,281606.0,7958016.0,4.0,11648321.0,59.09,64.9,59.0,58.4,61.19,65.37,68.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,11.68,1.53,0.5,5.3,12.49,18.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
56,57,2021-04-06,2019-04-15,PD,"Pagerduty, Inc.",Prepackaged Software,3.0,P - Purchase,41.64,300050.0,8172324.0,4.0,7201200.0,42.7,36.73,37.73,42.13,41.93,45.7,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,-11.79,-9.39,1.18,0.7,9.75,-1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NYSE
57,58,2021-04-05,2019-08-14,TSLA,"Tesla, Inc.",Motor Vehicles & Passenger Car Bodies,5.0,P - Purchase,708.0,1551568.0,38408142.0,4.0,227083870.0,718.0,703.55,627.66,685.12,646.62,734.0,780.0,1234.86,0.0,0.0,0.0,0.0,0.0,0.0,1.41,-0.63,-11.35,-3.23,-8.67,3.67,10.17,74.42,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
59,60,2021-04-02,2021-04-01,CHRW,"C. H. Robinson Worldwide, Inc.",Arrangement of Transportation of Freight & Cargo,3.0,P - Purchase,96.93,4087.0,49129.0,9.0,293612.0,99.37,96.39,96.58,94.06,86.27,89.39,88.63,95.12,0.0,0.0,0.0,0.0,0.0,0.0,2.52,-0.56,-0.36,-2.96,-11.0,-7.78,-8.56,-1.87,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
58,59,2021-04-02,2021-04-01,AUBN,"Auburn National Bancorporation, Inc",State Commercial Banks,14.0,P - Purchase,37.97,36242.0,851586.0,4.0,1292084.0,36.86,34.9,37.89,35.2,34.54,34.1,34.0,34.08,0.0,0.0,0.0,0.0,0.0,0.0,-2.92,-8.09,-0.21,-7.3,-9.03,-10.19,-10.46,-10.24,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
60,61,2021-04-01,2021-03-30,TDUP,Thredup Inc.,Catalog & Mail-Order Houses,4.0,P - Purchase,24.0,546427.0,9294558.0,6.0,7649978.0,15.49,18.0,23.5,27.3,25.51,19.1,21.01,20.5,0.0,0.0,0.0,0.0,0.0,0.0,-35.46,-25.0,-2.08,13.75,6.29,-20.42,-12.46,-14.58,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
61,62,2021-04-01,2021-03-30,DSGN,"Design Therapeutics, Inc.",Pharmaceutical Preparations,9.0,P - Purchase,29.69,2010550.0,32074582.0,7.0,40211000.0,23.0,25.89,26.29,23.76,16.13,15.8,13.94,16.81,0.0,0.0,0.0,0.0,0.0,0.0,-22.53,-12.8,-11.45,-19.97,-45.67,-46.78,-53.05,-43.38,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,ALPACA,NASDAQ
62,63,2021-04-01,2021-04-01,EZPW,Ezcorp Inc,Miscellaneous Retail,3.0,P - Purchase,4.98,25250.0,672168.0,4.0,215341.0,5.24,5.67,7.36,6.34,5.75,6.84,7.76,7.47,0.0,0.0,0.0,0.0,0.0,0.0,5.22,13.86,47.79,27.31,15.46,37.35,55.82,50.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
