Unnamed: 0,idx,Filing_Date,Trade_Date,Ticker,Company_Name,Industry,Insider_Amount,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip
137,138,2021-04-07 16:15:57,2021-04-05,ATNX,"Athenex, Inc.",Pharmaceutical Preparations,16.0,P - Purchase,4.45,6267372.0,32401695.0,24.0,75595308.0,3.92,3.86,4.85,4.71,3.86,3.88,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.91,-13.26,8.99,5.84,-13.26,-12.81,-33.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False
177,178,2021-04-01 12:20:26,2021-04-01,OHI,Omega Healthcare Investors Inc,Real Estate Investment Trusts,5.0,P - Purchase,34.886642,571644.0,1477258.0,63.0,17230005.0,35.19,36.89,36.19,34.93,35.95,33.07,29.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,5.74,3.74,0.12,3.05,-5.21,-15.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
153,154,2021-04-05 18:15:17,2021-04-01,FOLD,Amicus Therapeutics Inc,Pharmaceutical Preparations,25.0,P - Purchase,10.0,21515755.0,78002156.0,38.0,131367256.0,9.87,10.08,9.55,9.9,9.05,11.66,9.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,0.8,-4.5,-1.0,-9.5,16.6,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
149,150,2021-04-06 11:23:14,2021-04-01,FMNB,Farmers National Banc Corp /oh/,State Commercial Banks,27.0,P - Purchase,16.233751,365534.0,2792685.0,15.0,3916486.0,16.25,16.64,17.38,15.34,15.15,15.54,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.5,7.06,-5.51,-6.68,-4.27,-2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
162,163,2021-04-02 11:38:23,2021-03-31,RCUS,"Arcus Biosciences, Inc.",Pharmaceutical Preparations,6.0,P - Purchase,28.1,6131032.0,24236297.0,34.0,226948357.0,31.86,33.99,24.64,27.16,34.06,31.73,34.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.38,20.96,-12.31,-3.35,21.21,12.92,22.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
163,164,2021-04-02 08:33:21,2021-03-31,OPHC,"Optimumbank Holdings, Inc.",National Commercial Banks,3.0,P - Purchase,3.87,1744382.0,4796000.0,57.0,665705.0,3.66,3.67,3.91,4.82,6.95,4.9,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.43,-5.17,1.03,24.55,79.59,26.61,33.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
11,12,2021-08-30 21:08:55,2021-03-31,SC,Santander Consumer USA Holdings Inc.,Personal Credit Institutions,4.0,P - Purchase,26.664784,36117.0,184376.0,24.0,644806.0,30.55,33.98,38.73,35.46,40.78,41.19,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.57,27.43,45.25,32.98,52.94,54.47,56.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
174,175,2021-04-01 13:23:09,2021-03-31,ACNB,Acnb Corp,State Commercial Banks,22.0,P - Purchase,30.290168,102596.0,394167.0,35.0,2620220.0,27.58,27.82,28.61,27.48,28.29,28.74,27.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.95,-8.16,-5.55,-9.28,-6.6,-5.12,-7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
173,174,2021-04-01 14:06:25,2021-03-31,DHIL,Diamond Hill Investment Group Inc,Investment Advice,3.0,P - Purchase,155.004974,12456.0,70419.0,21.0,1600696.0,157.72,172.06,175.87,168.96,165.36,182.39,177.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,11.0,13.46,9.0,6.68,17.67,14.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False
175,176,2021-04-01 12:39:56,2021-03-31,XXII,"22Nd Century Group, Inc.",Cigarettes,13.0,P - Purchase,3.01,2247725.0,16334077.0,16.0,843520.0,3.94,4.23,4.62,4.88,3.24,3.42,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,40.53,53.49,62.13,7.64,13.62,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
159,160,2021-04-02 19:55:23,2021-03-31,GWRS,"Global Water Resources, Inc.",Water Supply,8.0,P - Purchase,16.23526,3730717.0,11969432.0,45.0,33220019.0,17.15,16.66,17.04,16.93,17.73,19.95,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,2.62,4.96,4.28,9.21,22.88,16.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
165,166,2021-04-01 20:15:23,2021-03-30,FPH,"Five Point Holdings, LLC",Real Estate,11.0,P - Purchase,7.69,9562601.0,25924305.0,58.0,80577490.0,7.37,7.24,8.62,8.22,8.38,8.03,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.16,-5.85,12.09,6.89,8.97,4.42,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
193,194,2021-03-30 14:14:21,2021-03-29,TAYD,Taylor Devices Inc,General Industrial Machinery & Equipment,2.0,P - Purchase,10.72,403107.0,462015.0,684.0,4029199.0,11.99,12.0,12.01,12.0,11.26,11.59,11.35,11.96,0.0,0.0,0.0,0.0,0.0,0.0,11.85,11.94,12.03,11.94,5.04,8.12,5.88,11.57,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
189,190,2021-03-30 17:40:25,2021-03-29,FXNC,First National Corp /va/,State Commercial Banks,14.0,P - Purchase,17.775452,139664.0,670162.0,26.0,1417253.0,18.03,18.16,18.12,19.84,20.89,21.46,23.42,22.99,0.0,0.0,0.0,0.0,0.0,0.0,1.43,2.16,1.94,11.61,17.52,20.73,31.75,29.34,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
196,197,2021-03-29 18:42:43,2021-03-29,REVG,"Rev Group, Inc.",Motor Vehicles & Passenger Car Bodies,12.0,P - Purchase,17.911067,337048.0,3651899.0,10.0,4161505.0,18.38,20.82,17.74,16.17,15.18,15.7,17.26,14.98,0.0,0.0,0.0,0.0,0.0,0.0,2.62,16.24,-0.96,-9.72,-15.25,-12.34,-3.63,-16.36,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
192,193,2021-03-30 16:48:10,2021-03-26,AGRX,Agile Therapeutics Inc,Pharmaceutical Preparations,11.0,P - Purchase,2.05,20890145.0,35936791.0,139.0,74214855.0,1.97,1.83,1.71,1.37,1.21,1.05,1.05,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-3.9,-10.73,-16.59,-33.17,-40.98,-48.78,-48.78,-61.95,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
188,189,2021-03-30 17:57:00,2021-03-26,UIHC,United Insurance Holdings Corp.,"Fire, Marine & Casualty Insurance",20.0,P - Purchase,7.098042,2618338.0,5962790.0,78.0,23288769.0,7.17,6.0,5.68,5.76,4.42,3.8,3.41,3.83,0.0,0.0,0.0,0.0,0.0,0.0,1.01,-15.47,-19.98,-18.85,-37.73,-46.46,-51.96,-46.04,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
202,203,2021-03-29 16:07:20,2021-03-26,NOVN,"Novan, Inc.",Pharmaceutical Preparations,9.0,P - Purchase,14.6,1451993.0,3861926.0,60.0,9751790.0,14.8,13.2,13.1,10.9,8.37,9.61,8.45,6.67,0.0,0.0,0.0,0.0,0.0,0.0,1.37,-9.59,-10.27,-25.34,-42.67,-34.18,-42.12,-54.32,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False
204,205,2021-03-29 09:12:11,2021-03-25,VRCA,Verrica Pharmaceuticals Inc.,Pharmaceutical Preparations,9.0,P - Purchase,13.54,2494753.0,14498465.0,21.0,34855540.0,13.85,13.68,11.4,11.43,11.5,10.83,11.25,12.8,0.0,0.0,0.0,0.0,0.0,0.0,2.29,1.03,-15.81,-15.58,-15.07,-20.01,-16.91,-5.47,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
13,14,2021-08-23 18:28:22,2021-03-25,AIV,Apartment Investment & Management Co,Real Estate Investment Trusts,4.0,P - Purchase,5.67,1222027.0,1228143.0,999.0,7036519.0,6.21,6.8,6.86,7.48,6.87,6.75,6.9,7.55,0.0,0.0,0.0,0.0,0.0,0.0,9.52,19.93,20.99,31.92,21.16,19.05,21.69,33.16,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
205,206,2021-03-26 18:24:20,2021-03-25,RBBN,Ribbon Communications Inc.,Computer Integrated Systems Design,6.0,P - Purchase,7.81,497075.0,907383.0,121.0,2211843.0,8.55,8.08,7.27,7.42,7.27,6.66,5.95,5.6,0.0,0.0,0.0,0.0,0.0,0.0,9.48,3.46,-6.91,-4.99,-6.91,-14.72,-23.82,-28.3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
214,215,2021-03-25 16:15:35,2021-03-25,FTAI,Fortress Transportation & Infrastructure Investors LLC,Miscellaneous Equipment Rental & Leasing,8.0,P - Purchase,26.803237,4163019.0,12979444.0,47.0,57789404.0,27.55,28.43,28.56,33.76,29.82,27.2,23.68,26.99,0.0,0.0,0.0,0.0,0.0,0.0,2.79,6.07,6.55,25.95,11.26,1.48,-11.65,0.7,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
211,212,2021-03-26 09:57:15,2021-03-25,USPH,U S Physical Therapy Inc /nv,Health Services,3.0,P - Purchase,105.871283,15250.0,61196.0,33.0,1269811.0,105.57,116.59,117.42,112.29,112.6,111.55,111.51,102.28,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,10.12,10.91,6.06,6.36,5.36,5.33,-3.39,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
206,207,2021-03-26 17:52:35,2021-03-24,DBI,Designer Brands Inc.,Shoe Stores,7.0,P - Purchase,15.38,3582848.0,6659227.0,116.0,69738998.0,17.35,17.68,18.42,16.42,14.12,16.02,14.1,13.07,0.0,0.0,0.0,0.0,0.0,0.0,12.81,14.95,19.77,6.76,-8.19,4.16,-8.32,-15.02,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
216,217,2021-03-25 11:14:10,2021-03-24,PRTA,Prothena Corp Public Ltd Co,Pharmaceutical Preparations,6.0,P - Purchase,22.71,1669096.0,11052484.0,18.0,34573723.0,22.36,23.81,24.64,49.41,49.68,64.0,76.74,54.89,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,4.84,8.5,117.57,118.76,181.81,237.91,141.7,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
208,209,2021-03-26 16:46:37,2021-03-24,UEPS,Net 1 Ueps Technologies Inc,Functions Related to Depository Banking,10.0,P - Purchase,5.58,10029201.0,38303127.0,35.0,38792252.0,5.9,5.63,5.05,4.82,4.06,4.23,4.77,5.48,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.9,-9.5,-13.62,-27.24,-24.19,-14.52,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
224,225,2021-03-24 12:39:05,2021-03-23,OSBC,Old Second Bancorp Inc,State Commercial Banks,18.0,P - Purchase,13.205099,523527.0,1902821.0,38.0,3660730.0,13.29,12.96,13.88,12.7,12.62,11.8,11.81,13.29,0.0,0.0,0.0,0.0,0.0,0.0,0.64,-1.86,5.11,-3.83,-4.43,-10.64,-10.56,0.64,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
225,226,2021-03-24 10:48:56,2021-03-23,EPRT,"Essential Properties Realty Trust, Inc.",Real Estate Investment Trusts,12.0,P - Purchase,21.881564,8215078.0,8934016.0,999.0,114404033.0,23.68,25.7,24.51,26.92,28.78,30.43,29.06,29.89,0.0,0.0,0.0,0.0,0.0,0.0,8.22,17.45,12.01,23.03,31.53,39.07,32.81,36.6,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
234,235,2021-03-23 16:15:24,2021-03-23,VRTV,Veritiv Corp,Paper & Paper Products,13.0,P - Purchase,39.33,109237.0,481528.0,29.0,3038362.0,43.64,43.0,51.9,59.96,61.2,83.77,87.28,101.92,0.0,0.0,0.0,0.0,0.0,0.0,10.96,9.33,31.96,52.45,55.61,112.99,121.92,159.14,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
179,180,2021-04-01 09:14:19,2021-03-22,TURN,180 Degree Capital Corp. /ny/,Investors,21.0,P - Purchase,7.49,2028380.0,2970735.0,215.0,4403933.0,7.35,7.15,8.1,8.09,7.74,7.34,7.23,7.09,0.0,0.0,0.0,0.0,0.0,0.0,-1.87,-4.54,8.14,8.01,3.34,-2.0,-3.47,-5.34,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
248,249,2021-03-22 16:08:22,2021-03-19,SPOK,"Spok Holdings, Inc",Radiotelephone Communications,10.0,P - Purchase,10.646943,224769.0,1889502.0,14.0,2353579.0,10.57,10.38,10.16,10.87,8.81,7.26,9.92,10.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,-2.51,-4.57,2.1,-17.25,-31.81,-6.83,-5.14,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
253,254,2021-03-22 09:55:39,2021-03-19,LPTH,Lightpath Technologies Inc,Semiconductors & Related Devices,10.0,P - Purchase,3.33,358053.0,1262748.0,40.0,449330.0,3.31,2.68,2.42,2.69,2.37,1.8,2.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-19.52,-27.33,-19.22,-28.83,-45.95,-33.93,-39.94,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
